alg,SUT,rep,# unix_time, cycles_done, cur_path, paths_total, pending_total, pending_favs, map_size, unique_crashes, unique_hangs, max_depth, execs_per_sec, total_execs, edges_found
AFLfast,nm-new,7,10190, 0, 3, 7, 7, 7, 0.02%, 0, 0, 1, 37.31, 437, 1353
AFLfast,nm-new,7,15321, 0, 3, 7, 7, 7, 0.02%, 0, 0, 1, 29.97, 581, 1353
AFLfast,nm-new,7,20492, 0, 3, 7, 7, 7, 0.02%, 0, 0, 1, 26.27, 712, 1353
AFLfast,nm-new,7,25523, 0, 3, 7, 7, 7, 0.02%, 0, 0, 1, 23.78, 832, 1353
AFLfast,nm-new,7,30572, 0, 3, 7, 7, 7, 0.02%, 0, 0, 1, 23.19, 948, 1353
AFLfast,nm-new,7,35712, 0, 3, 7, 7, 7, 0.02%, 0, 0, 1, 20.70, 1051, 1353
AFLfast,nm-new,7,40919, 0, 3, 7, 7, 7, 0.02%, 0, 0, 1, 20.37, 1158, 1353
AFLfast,nm-new,7,46121, 0, 3, 7, 7, 7, 0.02%, 0, 0, 1, 19.27, 1254, 1353
AFLfast,nm-new,7,54018, 0, 3, 8, 8, 7, 0.02%, 0, 0, 2, 18.40, 1296, 1357
AFLfast,nm-new,7,62445, 0, 3, 9, 9, 7, 0.02%, 0, 0, 2, 17.58, 1340, 1481
AFLfast,nm-new,7,71115, 0, 3, 10, 10, 7, 0.02%, 0, 0, 2, 16.19, 1392, 1486
AFLfast,nm-new,7,79231, 0, 3, 11, 11, 7, 0.02%, 0, 0, 2, 15.73, 1437, 1495
AFLfast,nm-new,7,87876, 0, 3, 12, 12, 7, 0.02%, 0, 0, 2, 15.74, 1490, 1520
AFLfast,nm-new,7,96401, 0, 3, 13, 13, 7, 0.02%, 0, 0, 2, 15.42, 1541, 1523
AFLfast,nm-new,7,104858, 0, 3, 14, 14, 7, 0.02%, 0, 0, 2, 14.96, 1587, 1527
AFLfast,nm-new,7,113759, 0, 3, 15, 15, 7, 0.02%, 0, 0, 2, 14.31, 1628, 1527
AFLfast,nm-new,7,123146, 0, 3, 16, 16, 7, 0.02%, 0, 0, 2, 13.93, 1675, 1527
AFLfast,nm-new,7,132504, 0, 3, 17, 17, 7, 0.02%, 0, 0, 2, 13.18, 1721, 1529
AFLfast,nm-new,7,142327, 0, 3, 18, 18, 7, 0.02%, 0, 0, 2, 13.26, 1774, 1529
